instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
"Frinhani, Carvalho & Soma\Random-400-400-18-9",374.3,0.242,400,400.834,0.574,0.242,6.87%,0.743,400,400.835,0.574,0.572,6.87%,0.592,400,400.835,0.574,0.547,6.87%,0.701,400,400.835,0.574,0.663,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-2-1",74.2,0.088,121,121.617,0.017,0.088,63.07%,0.166,112,112.634,0.017,0.114,50.94%,0.138,121,121.617,0.017,0.106,63.07%,0.142,121,121.617,0.017,0.104,63.07%
"Frinhani, Carvalho & Soma\Random-400-400-2-10",74.2,0.064,121,121.653,0.017,0.064,63.07%,0.165,117,117.634,0.017,0.110,57.68%,0.141,118,118.628,0.017,0.109,59.03%,0.140,118,118.624,0.017,0.106,59.03%
"Frinhani, Carvalho & Soma\Random-400-400-2-2",74.2,0.059,122,122.635,0.017,0.059,64.42%,0.154,115,115.654,0.017,0.101,54.99%,0.131,122,122.635,0.017,0.100,64.42%,0.146,122,122.635,0.017,0.109,64.42%
"Frinhani, Carvalho & Soma\Random-400-400-2-3",74.2,0.058,106,106.670,0.016,0.058,42.86%,0.159,108,108.658,0.016,0.107,45.55%,0.140,106,106.670,0.016,0.110,42.86%,0.144,106,106.673,0.016,0.102,42.86%
"Frinhani, Carvalho & Soma\Random-400-400-2-4",74.2,0.070,127,127.608,0.017,0.070,71.16%,0.182,119,119.640,0.017,0.125,60.38%,0.173,127,127.608,0.017,0.136,71.16%,0.179,127,127.611,0.017,0.109,71.16%
"Frinhani, Carvalho & Soma\Random-400-400-2-5",74.2,0.059,107,107.649,0.018,0.059,44.20%,0.164,116,116.636,0.018,0.112,56.33%,0.139,117,117.632,0.018,0.108,57.68%,0.158,117,117.632,0.018,0.121,57.68%
"Frinhani, Carvalho & Soma\Random-400-400-2-6",74.2,0.066,107,107.670,0.017,0.066,44.20%,0.164,112,112.638,0.017,0.104,50.94%,0.147,114,114.646,0.017,0.108,53.64%,0.149,115,115.654,0.017,0.107,54.99%
"Frinhani, Carvalho & Soma\Random-400-400-2-7",74.2,0.059,104,104.649,0.014,0.059,40.16%,0.154,104,104.649,0.014,0.099,40.16%,0.133,104,104.649,0.014,0.099,40.16%,0.195,104,104.652,0.014,0.158,40.16%
"Frinhani, Carvalho & Soma\Random-400-400-2-8",74.2,0.063,123,123.642,0.017,0.063,65.77%,0.167,120,120.637,0.017,0.112,61.73%,0.145,120,120.637,0.017,0.102,61.73%,0.147,120,120.638,0.017,0.113,61.73%
"Frinhani, Carvalho & Soma\Random-400-400-2-9",74.2,0.058,115,115.625,0.016,0.058,54.99%,0.162,108,108.633,0.016,0.108,45.55%,0.146,115,115.625,0.016,0.113,54.99%,0.151,116,116.625,0.016,0.106,56.33%
"Frinhani, Carvalho & Soma\Random-400-400-20-1",379.0,0.272,400,400.849,0.619,0.272,5.54%,0.772,400,400.849,0.619,0.584,5.54%,0.598,400,400.849,0.619,0.555,5.54%,0.634,400,400.849,0.619,0.598,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-10",379.0,0.271,400,400.849,0.632,0.271,5.54%,0.855,400,400.849,0.632,0.644,5.54%,0.608,400,400.849,0.632,0.564,5.54%,0.614,400,400.849,0.632,0.576,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-2",379.0,0.281,400,400.855,0.627,0.281,5.54%,0.796,400,400.855,0.627,0.616,5.54%,0.669,400,400.855,0.627,0.618,5.54%,0.616,400,400.855,0.627,0.577,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-3",379.0,0.260,400,400.855,0.632,0.260,5.54%,0.773,400,400.850,0.632,0.590,5.54%,0.637,400,400.850,0.632,0.598,5.54%,0.728,400,400.850,0.632,0.688,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-4",379.0,0.276,400,400.850,0.617,0.276,5.54%,0.741,400,400.850,0.617,0.572,5.54%,0.571,400,400.850,0.617,0.528,5.54%,0.596,400,400.850,0.617,0.562,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-5",379.0,0.256,400,400.852,0.638,0.256,5.54%,0.790,400,400.852,0.638,0.588,5.54%,0.611,400,400.852,0.638,0.572,5.54%,0.614,400,400.852,0.638,0.576,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-6",379.0,0.261,400,400.849,0.620,0.261,5.54%,0.725,400,400.849,0.620,0.555,5.54%,0.698,400,400.849,0.620,0.655,5.54%,0.599,400,400.849,0.620,0.563,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-7",379.0,0.270,400,400.852,0.638,0.270,5.54%,0.785,400,400.849,0.638,0.585,5.54%,0.622,400,400.849,0.638,0.583,5.54%,0.650,400,400.849,0.638,0.608,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-8",379.0,0.261,400,400.858,0.634,0.261,5.54%,0.753,400,400.858,0.634,0.576,5.54%,0.589,400,400.858,0.634,0.550,5.54%,0.613,400,400.858,0.634,0.577,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-20-9",379.0,0.282,400,400.852,0.647,0.282,5.54%,0.811,400,400.851,0.647,0.616,5.54%,0.626,400,400.851,0.647,0.586,5.54%,0.622,400,400.851,0.647,0.585,5.54%
"Frinhani, Carvalho & Soma\Random-400-400-24-1",386.1,0.313,400,400.878,0.753,0.313,3.60%,1.017,400,400.885,0.753,0.780,3.60%,0.914,400,400.885,0.753,0.827,3.60%,0.708,400,400.885,0.753,0.670,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-10",386.1,0.318,400,400.877,0.757,0.318,3.60%,0.892,400,400.877,0.757,0.695,3.60%,0.716,400,400.877,0.757,0.674,3.60%,0.697,400,400.877,0.757,0.658,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-2",386.1,0.335,400,400.884,0.762,0.335,3.60%,0.876,400,400.884,0.762,0.678,3.60%,0.778,400,400.884,0.762,0.734,3.60%,0.735,400,400.884,0.762,0.697,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-3",386.1,0.313,400,400.879,0.764,0.313,3.60%,0.950,400,400.879,0.764,0.738,3.60%,0.806,400,400.879,0.764,0.759,3.60%,0.873,400,400.879,0.764,0.827,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-4",386.1,0.331,400,400.877,0.755,0.331,3.60%,0.861,400,400.874,0.755,0.659,3.60%,0.705,400,400.874,0.755,0.666,3.60%,0.739,400,400.874,0.755,0.704,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-5",386.1,0.309,400,400.879,0.766,0.309,3.60%,0.912,400,400.879,0.766,0.701,3.60%,0.773,400,400.879,0.766,0.727,3.60%,0.798,400,400.879,0.766,0.756,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-6",386.1,0.368,400,400.883,0.753,0.368,3.60%,0.964,400,400.883,0.753,0.737,3.60%,0.731,400,400.883,0.753,0.686,3.60%,0.698,400,400.883,0.753,0.661,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-7",386.1,0.307,400,400.879,0.771,0.307,3.60%,1.024,400,400.879,0.771,0.794,3.60%,0.744,400,400.879,0.771,0.704,3.60%,0.746,400,400.879,0.771,0.709,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-8",386.1,0.322,400,400.881,0.767,0.322,3.60%,0.968,400,400.881,0.767,0.749,3.60%,0.737,400,400.881,0.767,0.694,3.60%,0.747,400,400.881,0.767,0.709,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-24-9",386.1,0.296,400,400.882,0.765,0.296,3.60%,0.867,400,400.879,0.765,0.670,3.60%,0.746,400,400.879,0.765,0.704,3.60%,0.738,400,400.879,0.765,0.700,3.60%
"Frinhani, Carvalho & Soma\Random-400-400-28-1",390.0,0.343,400,400.903,0.864,0.343,2.56%,0.978,400,400.900,0.864,0.764,2.56%,0.918,400,400.900,0.864,0.874,2.56%,0.801,400,400.900,0.864,0.761,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-10",390.0,0.361,400,400.898,0.859,0.361,2.56%,0.950,400,400.898,0.859,0.732,2.56%,0.897,400,400.898,0.859,0.858,2.56%,0.899,400,400.898,0.859,0.832,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-2",390.0,0.345,400,400.899,0.863,0.345,2.56%,0.974,400,400.899,0.863,0.745,2.56%,0.797,400,400.899,0.863,0.756,2.56%,0.838,400,400.899,0.863,0.793,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-3",390.0,0.342,400,400.899,0.864,0.342,2.56%,1.002,400,400.896,0.864,0.787,2.56%,0.791,400,400.896,0.864,0.753,2.56%,0.818,400,400.896,0.864,0.781,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-4",390.0,0.367,400,400.905,0.868,0.367,2.56%,1.038,400,400.905,0.868,0.816,2.56%,0.836,400,400.905,0.868,0.792,2.56%,0.897,400,400.905,0.868,0.857,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-5",390.0,0.360,400,400.907,0.861,0.360,2.56%,0.983,400,400.907,0.861,0.750,2.56%,0.828,400,400.907,0.861,0.786,2.56%,0.813,400,400.907,0.861,0.772,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-6",390.0,0.343,400,400.903,0.862,0.343,2.56%,0.936,400,400.900,0.862,0.726,2.56%,0.826,400,400.900,0.862,0.783,2.56%,0.860,400,400.900,0.862,0.821,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-7",390.0,0.468,400,400.901,0.855,0.468,2.56%,1.047,400,400.901,0.855,0.812,2.56%,0.829,400,400.901,0.855,0.790,2.56%,0.805,400,400.901,0.855,0.769,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-8",390.0,0.375,400,400.897,0.861,0.375,2.56%,0.986,400,400.897,0.861,0.763,2.56%,0.809,400,400.897,0.861,0.769,2.56%,0.827,400,400.897,0.861,0.787,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-28-9",390.0,0.401,400,400.902,0.858,0.401,2.56%,0.958,400,400.902,0.858,0.728,2.56%,0.821,400,400.902,0.858,0.779,2.56%,0.823,400,400.902,0.858,0.780,2.56%
"Frinhani, Carvalho & Soma\Random-400-400-30-1",391.8,0.347,400,400.907,0.898,0.347,2.09%,1.129,400,400.904,0.898,0.899,2.09%,0.832,400,400.904,0.898,0.790,2.09%,0.864,400,400.904,0.898,0.822,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-10",391.8,0.384,400,400.907,0.896,0.384,2.09%,1.063,400,400.907,0.896,0.815,2.09%,0.832,400,400.907,0.896,0.788,2.09%,0.864,400,400.907,0.896,0.827,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-2",391.8,0.416,400,400.907,0.900,0.416,2.09%,1.137,400,400.907,0.900,0.882,2.09%,0.877,400,400.907,0.900,0.835,2.09%,0.920,400,400.907,0.900,0.878,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-3",391.8,0.404,400,400.911,0.897,0.404,2.09%,1.112,400,400.911,0.897,0.860,2.09%,0.891,400,400.911,0.897,0.848,2.09%,0.903,400,400.911,0.897,0.864,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-4",391.8,0.401,400,400.909,0.903,0.401,2.09%,1.080,400,400.909,0.903,0.845,2.09%,0.887,400,400.909,0.903,0.846,2.09%,0.921,400,400.909,0.903,0.874,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-5",391.8,0.403,400,400.913,0.897,0.403,2.09%,1.100,400,400.913,0.897,0.844,2.09%,0.901,400,400.913,0.897,0.845,2.09%,0.883,400,400.913,0.897,0.845,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-6",391.8,0.398,400,400.908,0.898,0.398,2.09%,1.093,400,400.908,0.898,0.845,2.09%,0.881,400,400.908,0.898,0.830,2.09%,0.929,400,400.908,0.898,0.889,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-7",391.8,0.445,400,400.909,0.889,0.445,2.09%,1.318,400,400.908,0.889,0.841,2.09%,0.880,400,400.908,0.889,0.833,2.09%,0.905,400,400.908,0.889,0.861,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-8",391.8,0.403,400,400.911,0.896,0.403,2.09%,1.075,400,400.911,0.896,0.832,2.09%,0.897,400,400.911,0.896,0.849,2.09%,0.899,400,400.911,0.896,0.862,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-30-9",391.8,0.406,400,400.909,0.893,0.406,2.09%,1.096,400,400.909,0.893,0.851,2.09%,0.882,400,400.909,0.893,0.828,2.09%,0.907,400,400.909,0.893,0.861,2.09%
"Frinhani, Carvalho & Soma\Random-400-400-34-1",393.9,0.446,400,400.919,0.947,0.446,1.55%,1.247,400,400.919,0.947,0.942,1.55%,0.970,400,400.919,0.947,0.922,1.55%,0.984,400,400.919,0.947,0.940,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-10",393.9,0.447,400,400.920,0.946,0.447,1.55%,1.237,400,400.922,0.946,0.959,1.55%,1.133,400,400.922,0.946,1.091,1.55%,1.035,400,400.922,0.946,0.981,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-2",393.9,0.449,400,400.921,0.946,0.449,1.55%,1.246,400,400.921,0.946,0.940,1.55%,1.123,400,400.921,0.946,1.074,1.55%,0.992,400,400.921,0.946,0.947,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-3",393.9,0.469,400,400.921,0.947,0.469,1.55%,1.246,400,400.921,0.947,0.948,1.55%,0.976,400,400.921,0.947,0.930,1.55%,0.975,400,400.921,0.947,0.930,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-4",393.9,0.455,400,400.921,0.952,0.455,1.55%,1.264,400,400.921,0.952,0.967,1.55%,0.976,400,400.921,0.952,0.934,1.55%,0.958,400,400.921,0.952,0.918,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-5",393.9,0.472,400,400.925,0.946,0.472,1.55%,1.228,400,400.925,0.946,0.944,1.55%,0.979,400,400.925,0.946,0.933,1.55%,1.087,400,400.925,0.946,1.042,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-6",393.9,0.552,400,400.922,0.948,0.552,1.55%,1.195,400,400.922,0.948,0.919,1.55%,0.983,400,400.922,0.948,0.938,1.55%,1.004,400,400.922,0.948,0.961,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-7",393.9,0.485,400,400.920,0.943,0.485,1.55%,1.198,400,400.920,0.943,0.921,1.55%,0.970,400,400.920,0.943,0.927,1.55%,0.996,400,400.920,0.943,0.951,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-8",393.9,0.446,400,400.921,0.946,0.446,1.55%,1.210,400,400.921,0.946,0.927,1.55%,0.983,400,400.921,0.946,0.939,1.55%,0.986,400,400.921,0.946,0.944,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-34-9",393.9,0.445,400,400.922,0.943,0.445,1.55%,1.208,400,400.922,0.943,0.929,1.55%,1.048,400,400.922,0.943,1.002,1.55%,1.096,400,400.922,0.943,1.024,1.55%
"Frinhani, Carvalho & Soma\Random-400-400-4-1",164.6,0.090,198,198.643,0.035,0.090,20.29%,0.212,190,190.647,0.035,0.149,15.43%,0.179,198,198.643,0.035,0.147,20.29%,0.181,198,198.643,0.035,0.145,20.29%
"Frinhani, Carvalho & Soma\Random-400-400-4-10",164.6,0.096,206,206.645,0.046,0.096,25.15%,0.258,213,213.626,0.046,0.175,29.40%,0.208,219,219.629,0.046,0.173,33.05%,0.189,219,219.629,0.046,0.153,33.05%
"Frinhani, Carvalho & Soma\Random-400-400-4-2",164.6,0.088,204,204.643,0.042,0.088,23.94%,0.227,207,207.638,0.042,0.156,25.76%,0.198,204,204.643,0.042,0.167,23.94%,0.181,204,204.643,0.042,0.149,23.94%
"Frinhani, Carvalho & Soma\Random-400-400-4-3",164.6,0.093,207,207.639,0.040,0.093,25.76%,0.229,209,209.619,0.040,0.163,26.97%,0.185,209,209.619,0.040,0.154,26.97%,0.186,209,209.619,0.040,0.149,26.97%
"Frinhani, Carvalho & Soma\Random-400-400-4-4",164.6,0.092,218,218.632,0.041,0.092,32.44%,0.216,217,217.646,0.041,0.149,31.83%,0.190,206,206.656,0.041,0.152,25.15%,0.186,206,206.656,0.041,0.149,25.15%
"Frinhani, Carvalho & Soma\Random-400-400-4-5",164.6,0.100,218,218.626,0.043,0.100,32.44%,0.223,217,217.630,0.043,0.159,31.83%,0.190,218,218.626,0.043,0.157,32.44%,0.193,218,218.626,0.043,0.160,32.44%
"Frinhani, Carvalho & Soma\Random-400-400-4-6",164.6,0.091,216,216.639,0.043,0.091,31.23%,0.230,223,223.632,0.043,0.158,35.48%,0.198,216,216.639,0.043,0.164,31.23%,0.185,216,216.639,0.043,0.151,31.23%
"Frinhani, Carvalho & Soma\Random-400-400-4-7",164.6,0.086,196,196.634,0.040,0.086,19.08%,0.230,207,207.643,0.040,0.161,25.76%,0.179,219,219.603,0.040,0.147,33.05%,0.178,219,219.603,0.040,0.149,33.05%
"Frinhani, Carvalho & Soma\Random-400-400-4-8",164.6,0.091,217,217.632,0.042,0.091,31.83%,0.214,217,217.632,0.042,0.144,31.83%,0.179,217,217.632,0.042,0.146,31.83%,0.189,217,217.632,0.042,0.154,31.83%
"Frinhani, Carvalho & Soma\Random-400-400-4-9",164.6,0.093,220,220.645,0.042,0.093,33.66%,0.225,224,224.628,0.042,0.155,36.09%,0.184,230,230.620,0.042,0.152,39.73%,0.179,230,230.620,0.042,0.145,39.73%
"Frinhani, Carvalho & Soma\Random-400-400-6-1",242.5,0.116,283,283.641,0.077,0.116,16.70%,0.267,292,292.626,0.077,0.191,20.41%,0.218,291,291.628,0.077,0.185,20.00%,0.243,291,291.628,0.077,0.211,20.00%
"Frinhani, Carvalho & Soma\Random-400-400-6-10",242.5,0.134,292,292.658,0.088,0.134,20.41%,0.288,292,292.658,0.088,0.201,20.41%,0.243,292,292.658,0.088,0.205,20.41%,0.227,292,292.658,0.088,0.194,20.41%
"Frinhani, Carvalho & Soma\Random-400-400-6-2",242.5,0.133,300,300.641,0.086,0.133,23.71%,0.257,291,291.647,0.086,0.182,20.00%,0.246,300,300.641,0.086,0.207,23.71%,0.218,300,300.641,0.086,0.185,23.71%
"Frinhani, Carvalho & Soma\Random-400-400-6-3",242.5,0.111,295,295.649,0.084,0.111,21.65%,0.288,295,295.650,0.084,0.202,21.65%,0.333,295,295.649,0.084,0.299,21.65%,0.231,295,295.649,0.084,0.199,21.65%
"Frinhani, Carvalho & Soma\Random-400-400-6-4",242.5,0.120,313,313.633,0.088,0.120,29.07%,0.272,307,307.647,0.088,0.196,26.60%,0.212,313,313.633,0.088,0.183,29.07%,0.213,313,313.633,0.088,0.180,29.07%
"Frinhani, Carvalho & Soma\Random-400-400-6-5",242.5,0.117,298,298.654,0.086,0.117,22.89%,0.263,291,291.660,0.086,0.187,20.00%,0.235,298,298.654,0.086,0.193,22.89%,0.219,298,298.654,0.086,0.182,22.89%
"Frinhani, Carvalho & Soma\Random-400-400-6-6",242.5,0.117,300,300.642,0.090,0.117,23.71%,0.259,298,298.652,0.090,0.184,22.89%,0.218,300,300.642,0.090,0.185,23.71%,0.236,300,300.642,0.090,0.205,23.71%
"Frinhani, Carvalho & Soma\Random-400-400-6-7",242.5,0.111,303,303.636,0.087,0.111,24.95%,0.263,304,304.645,0.087,0.191,25.36%,0.216,303,303.636,0.087,0.185,24.95%,0.217,303,303.636,0.087,0.183,24.95%
"Frinhani, Carvalho & Soma\Random-400-400-6-8",242.5,0.118,294,294.654,0.084,0.118,21.24%,0.276,294,294.655,0.084,0.197,21.24%,0.231,294,294.654,0.084,0.195,21.24%,0.228,294,294.654,0.084,0.188,21.24%
"Frinhani, Carvalho & Soma\Random-400-400-6-9",242.5,0.111,310,310.641,0.093,0.111,27.84%,0.303,310,310.642,0.093,0.219,27.84%,0.217,310,310.641,0.093,0.186,27.84%,0.229,310,310.641,0.093,0.198,27.84%
"Frinhani, Carvalho & Soma\Random-400-400-8-1",294.3,0.150,338,338.677,0.134,0.150,14.85%,0.309,338,338.678,0.134,0.228,14.85%,0.287,338,338.677,0.134,0.243,14.85%,0.271,338,338.677,0.134,0.239,14.85%
"Frinhani, Carvalho & Soma\Random-400-400-8-10",294.3,0.135,350,350.686,0.146,0.135,18.93%,0.324,350,350.686,0.146,0.236,18.93%,0.288,350,350.686,0.146,0.256,18.93%,0.276,350,350.686,0.146,0.242,18.93%
"Frinhani, Carvalho & Soma\Random-400-400-8-2",294.3,0.133,349,349.661,0.144,0.133,18.59%,0.328,349,349.661,0.144,0.240,18.59%,0.280,349,349.661,0.144,0.249,18.59%,0.278,349,349.661,0.144,0.239,18.59%
"Frinhani, Carvalho & Soma\Random-400-400-8-3",294.3,0.139,350,350.669,0.144,0.139,18.93%,0.331,350,350.669,0.144,0.237,18.93%,0.276,350,350.669,0.144,0.240,18.93%,0.304,350,350.669,0.144,0.272,18.93%
"Frinhani, Carvalho & Soma\Random-400-400-8-4",294.3,0.140,353,353.681,0.153,0.140,19.95%,0.328,353,353.681,0.153,0.242,19.95%,0.307,353,353.681,0.153,0.271,19.95%,0.340,353,353.681,0.153,0.306,19.95%
"Frinhani, Carvalho & Soma\Random-400-400-8-5",294.3,0.162,351,351.670,0.145,0.162,19.27%,0.338,356,356.673,0.145,0.246,20.97%,0.259,351,351.670,0.145,0.226,19.27%,0.258,351,351.670,0.145,0.225,19.27%
"Frinhani, Carvalho & Soma\Random-400-400-8-6",294.3,0.142,360,360.670,0.154,0.142,22.32%,0.326,360,360.672,0.154,0.241,22.32%,0.272,360,360.670,0.154,0.242,22.32%,0.264,360,360.670,0.154,0.233,22.32%
"Frinhani, Carvalho & Soma\Random-400-400-8-7",294.3,0.152,354,354.670,0.148,0.152,20.29%,0.329,357,357.673,0.148,0.242,21.30%,0.282,357,357.672,0.148,0.248,21.30%,0.282,357,357.672,0.148,0.251,21.30%
"Frinhani, Carvalho & Soma\Random-400-400-8-8",294.3,0.139,359,359.673,0.149,0.139,21.98%,0.356,359,359.673,0.149,0.262,21.98%,0.269,359,359.673,0.149,0.230,21.98%,0.270,359,359.673,0.149,0.235,21.98%
"Frinhani, Carvalho & Soma\Random-400-400-8-9",294.3,0.139,367,367.663,0.156,0.139,24.70%,0.349,367,367.663,0.156,0.255,24.70%,0.292,367,367.663,0.156,0.254,24.70%,0.279,367,367.663,0.156,0.245,24.70%
"Frinhani, Carvalho & Soma\Random-600-600-10-1",484.2,0.384,570,570.708,0.154,0.384,17.72%,1.032,570,570.708,0.154,0.807,17.72%,0.815,570,570.708,0.154,0.733,17.72%,0.789,570,570.708,0.154,0.712,17.72%
"Frinhani, Carvalho & Soma\Random-600-600-10-10",484.2,0.358,585,585.704,0.155,0.358,20.82%,0.934,585,585.704,0.155,0.716,20.82%,0.750,585,585.704,0.155,0.670,20.82%,0.826,585,585.704,0.155,0.743,20.82%
"Frinhani, Carvalho & Soma\Random-600-600-10-2",484.2,0.401,570,570.718,0.153,0.401,17.72%,1.007,570,570.718,0.153,0.756,17.72%,0.776,570,570.718,0.153,0.697,17.72%,0.743,570,570.718,0.153,0.656,17.72%
"Frinhani, Carvalho & Soma\Random-600-600-10-3",484.2,0.450,568,568.715,0.162,0.450,17.31%,0.888,566,566.724,0.162,0.670,16.89%,0.756,566,566.724,0.162,0.681,16.89%,0.785,566,566.724,0.162,0.702,16.89%
"Frinhani, Carvalho & Soma\Random-600-600-10-4",484.2,0.345,571,571.705,0.151,0.345,17.93%,0.888,564,564.715,0.151,0.665,16.48%,0.777,571,571.705,0.151,0.698,17.93%,0.759,571,571.705,0.151,0.675,17.93%
"Frinhani, Carvalho & Soma\Random-600-600-10-5",484.2,0.393,571,571.701,0.150,0.393,17.93%,0.902,571,571.701,0.150,0.672,17.93%,0.743,571,571.701,0.150,0.661,17.93%,0.784,571,571.701,0.150,0.698,17.93%
"Frinhani, Carvalho & Soma\Random-600-600-10-6",484.2,0.461,570,570.716,0.154,0.461,17.72%,1.004,570,570.716,0.154,0.780,17.72%,0.823,570,570.716,0.154,0.734,17.72%,0.728,570,570.716,0.154,0.647,17.72%
"Frinhani, Carvalho & Soma\Random-600-600-10-7",484.2,0.348,562,562.705,0.145,0.348,16.07%,0.939,562,562.705,0.145,0.725,16.07%,0.751,562,562.705,0.145,0.672,16.07%,0.728,562,562.705,0.145,0.655,16.07%
"Frinhani, Carvalho & Soma\Random-600-600-10-8",484.2,0.385,571,571.716,0.153,0.385,17.93%,0.945,571,571.716,0.153,0.700,17.93%,0.742,571,571.716,0.153,0.667,17.93%,0.753,571,571.716,0.153,0.678,17.93%
"Frinhani, Carvalho & Soma\Random-600-600-10-9",484.2,0.375,571,571.710,0.156,0.375,17.93%,0.891,573,573.702,0.156,0.670,18.34%,0.720,573,573.702,0.156,0.643,18.34%,0.842,573,573.702,0.156,0.768,18.34%
"Frinhani, Carvalho & Soma\Random-600-600-14-1",532.7,0.439,590,590.787,0.288,0.439,10.76%,1.183,590,590.787,0.288,0.919,10.76%,1.299,590,590.787,0.288,1.210,10.76%,1.100,590,590.787,0.288,0.997,10.76%
"Frinhani, Carvalho & Soma\Random-600-600-14-10",532.7,0.456,596,596.773,0.275,0.456,11.88%,1.404,596,596.773,0.275,1.114,11.88%,0.993,596,596.773,0.275,0.910,11.88%,1.003,596,596.773,0.275,0.921,11.88%
"Frinhani, Carvalho & Soma\Random-600-600-14-2",532.7,0.499,595,595.779,0.273,0.499,11.70%,1.191,597,597.778,0.273,0.923,12.07%,1.010,597,597.778,0.273,0.924,12.07%,1.119,597,597.778,0.273,1.033,12.07%
"Frinhani, Carvalho & Soma\Random-600-600-14-3",532.7,0.434,594,594.774,0.274,0.434,11.51%,1.173,594,594.774,0.274,0.901,11.51%,1.039,594,594.774,0.274,0.953,11.51%,1.072,594,594.774,0.274,0.984,11.51%
"Frinhani, Carvalho & Soma\Random-600-600-14-4",532.7,0.414,595,595.774,0.272,0.414,11.70%,1.347,597,597.772,0.272,1.046,12.07%,1.011,597,597.772,0.272,0.925,12.07%,0.987,597,597.772,0.272,0.903,12.07%
"Frinhani, Carvalho & Soma\Random-600-600-14-5",532.7,0.471,589,589.783,0.277,0.471,10.57%,1.270,589,589.783,0.277,0.977,10.57%,1.055,589,589.783,0.277,0.973,10.57%,1.067,589,589.783,0.277,0.979,10.57%
"Frinhani, Carvalho & Soma\Random-600-600-14-6",532.7,0.451,594,594.783,0.277,0.451,11.51%,1.206,594,594.783,0.277,0.942,11.51%,1.039,594,594.783,0.277,0.955,11.51%,0.953,594,594.783,0.277,0.879,11.51%
"Frinhani, Carvalho & Soma\Random-600-600-14-7",532.7,0.414,597,597.778,0.272,0.414,12.07%,1.198,594,594.785,0.272,0.904,11.51%,0.960,594,594.785,0.272,0.874,11.51%,1.064,594,594.785,0.272,0.985,11.51%
"Frinhani, Carvalho & Soma\Random-600-600-14-8",532.7,0.488,595,595.779,0.280,0.488,11.70%,1.243,595,595.779,0.280,0.945,11.70%,0.982,595,595.779,0.280,0.895,11.70%,1.028,595,595.779,0.280,0.953,11.70%
"Frinhani, Carvalho & Soma\Random-600-600-14-9",532.7,0.422,594,594.783,0.284,0.422,11.51%,1.197,594,594.783,0.284,0.919,11.51%,1.019,594,594.783,0.284,0.933,11.51%,1.054,594,594.783,0.284,0.969,11.51%
